# Bundesland;Name des Betriebs ;Straße / Haus-Nr.;Ort;Alte Zulassungs-nummern;Neue Zulassungsnummer;Zulassungsnummer Eierpackstellen;CS;RW;WM;SH;CP;SH;CP;SH;CP;GHE;CP;MM;MP;MSM;PP;CC;PP;CC;PP;CC;PP;CC;PP;CC;PP;EPC;LEP;PP;AH;FV;ZV;FFPP;PP;WM;PC;DC;PP;Einschränkungen;Bemerkungen;Zulassung befristet bis;Zulassung ruht seit;Drittlandzulassungen;
MV;Inselwerkstätten der Insel e. V.;Kransdorf 1;18573 Altefähr;;MV 01386;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Manfred Schröter;Äußere Nürnberger Straße 13;91154 Roth;;BY 50554;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
HB;Hansa Frost Kühl- und Gefrierhaus GmbH & Co KG;Ludwig Erhard Str 16;28197 Bremen;;HB 00174;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;St. Laurentius-Stift;Hochstraße 20;45731 Waltrop;;NW 90289;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
HE;Die Fleckenbühler, Hof Fleckenbühl gGmbH;Fleckenbühl 6;35091 Cölbe-Schönstadt;;HE 20021;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
BY;Maria Deuschl;Oberdorf 21;85567 Taglaching;;BY 13067;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
BW;Johannes-Dakonie Mosbach, Zentralküche  ;Lindenplatz 7;74869 Schwarzach;;BW 34052;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
BW;BBQ & More GmbH;Sigebrandstraße 50;88410 Bad Wurzach;;BW 73121;;;;;;B, O, C, P;;A;;;;wU;B, P;B, P;;mp;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
BW;Metzgerei Rüdiger Pyck GmbH;Lerchennestrasse 1;74889 Sinsheim;;BW 36091;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ST;Landküche Dothen GmbH;Schlossberg 9;06721 Osterfeld;;ST 00367;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
SH;Travenhof KG;Travenhof 2;23858 Reinfeld;;SH 00515;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
MV;KriDo GmbH Schlachtbetrieb Teldau;Postweg 3;19273 Teldau OT Riet Ut;;MV 11013;;;;;B, C, O, P;B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Jochen Adam;Kirchstraße 14;77743 Neuried-Altenheim;;BW 06023;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
RP;Wiedtaler Rohschinken, Raphael Zech;Wiedtalstraße  20;53547 Roßbach/Wied;;RP 17034;;;;;;B, P;;;;;;wU, wG;;B, P, wU, wG;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Elke Gompelmann;Alter Weg 5;54597 Euscheid;;RP 05044;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
RP;SK Flying Kitchen;Mainzer Straße 312;55411 Bingen;;RP 16018;;;;;;;;;;;;;;;;mp, bl, pap;;;;;;;;;;;X;;;;;;;X;;;;;;;;;;
RP;Emil Färber GmbH & Co KG;Robert-Bosch-Straße 23-25;55232 Alzey;;RP 03020;;;;;;;;;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Dr. Rolf Benninghoven;Auf der Windschnur 0;54472 Monzelfeld;;RP 23038;;;;;;;;;fG, R;fG, R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Klaus Dieter Voss;Industriestraße  31;56355 Nastätten;;RP 09039;;;;;;;;;;;;;;;;;;;;;X;;X;;;;;;;;;;;;;;;;;;;;;
RP;Forstverwaltung Vischel;Dorfstraße 6;53505 Vischel OT Berg;;RP 02037;;;;;;;;;;;wU, wA, wG, wL;wU, wA, wG, wL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;St. Hildegardishaus gGmbH Jugend- u. Behindertenhilfe, Förderstätte Lindenhof;St.-Martin-Straße  33;56761 Düngenheim;;RP 06024;;;;;;;;;fG, R;fG, R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Tamara Kriechel;Pöntertalstraße 31;56626 Andernach-Kell;;RP 15046;;;;;;;;;;;wU, wA, wG, wL;wU, wA, wG, wL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Heinrich Kimmle Stiftung;Etzelweg 237;66482 Zweibrücken;;RP 21016;;;;;;;;;;;;;;;;mp, bl, pap;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
BB;Bildungseinrichtung Buckow e.V.;Buckow 17;16244 Schorfheide;;BB 60027;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NI;Dever Eier GbR;Wiesenstraße 1a;26871 Papenburg;;NI 15276;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
SN;Jens Roscher;Eichenweg 11;09600 Oberschöna, OT Kleinschirma;;SN 10752;;;;;C, O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SN;Friedhelm Lemke;Dresdener Straße 4;04749 Ostrau;;SN 10754;;;;;;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH;Landgenossenschaft Dittersdorf e. G.;Ortsstraße 73 c;07907 Tegau;;TH 03605;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;
NW;Der Waldladen;Rote-Haus-Straße 70;58239 Schwerte;;NW 10427;;;;;;;;;;;;wU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Nudelei;Endenicher Straße  302;53121 Bonn;;NW 70495;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche ;;;;
NI;Philbeys GmbH & Co. KG;Ritscherstraße 7;21244 Buchholz in der Nordheide;;NI 18912;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
ST;RWS Cateringservice GmbH;Neidschützer Str. 31;06618 Naumburg;;ST 00365;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;X;;;;;;Catering/Großküche;;;;
BW;Metzgerei Paul Bantle OHG;Lindenbühlstraße 11;78662 Bösingen;;BW 55032;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Auxilium Dienstleistungen GmbH, Küche Haus Alte Liebe;Siedelhof 31;27474 Cuxhaven;;NI 12797;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
BY;BRK Seniorenhaus 'Bischof-Sigismund-Felix';Freiherr-von-Ow-Straße 1;84533 Haiming;;BY 11075;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
TH;Agrofarm Knau e. G.;An der Bahn 4;07806 Neustadt an der Orla;;TH 03039;;;;;;B, C, O, P, S;;;;;;;B, C, O, P, S, L, A, fG, R, wA, wL, wU, wG;B, C, O, P, S, L, A, fG, R, wA, wL, wU, wG;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HE;Impuls Soziales Management Die Familienexperten gGmbH Kita-Express;Mombachstr. 5;34127 Kassel;;HE 30414;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
BY;Wildhof Egglhausen;Egglhausen 25;84076 Pfeffenhausen;;BY 20464;;;;;;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Beschränkung der Schlachtung auf die Tierart Rotwild;;;;
HE;Bio Geflügel Link;Hauptstraße 15;36151 Burghaun;;HE 30416;;;;;;;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ST;Hennengold-Ei Vertriebs GmbH & Co. KG;Eislebener Str. 13;06268 Querfurt;;ST 50094;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Martin Ramsberger;Dr.-Josef-Vögtle-Straße 6;72514 Inzigkofen;;BW 07653;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;Anna Wißdorf;Ueckinghovener Straße 88;41569 Rommerskirchen;;NW 50024;;;;;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Yasam Döner GmbH & Co. KG;Poststraße 16;41516 Grevenbroich;;NW 50056;;;;;;;;;;;;;;B, P, A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Stefan Schulze Hagen;Heidelberger Straße 30;40229 Düsseldorf;;NW 40095;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;Kolping-Beschäftigungsgesellschaft gGmbH;Gladbacher Wall 5;50670 Köln;;NW 70491;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Hofladen Jacobi GbR;Mühlentor 28;34434 Borgentreich;;NW 30427;;;;;;;;;;;;;;;;;;;;;;;;;X;B, C, O;;;;;;;;;;;;;;;;;;
NW;Büze-Bürgerzentrum Ehrenfeld;Venloer Straße 429;50825 Köln;;NW 70496;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
BY;Josef Irrgang;Vilzing 29;93413 Cham;;BY 30631;;;;;;;;;;;;;;;;;;;;;;;;;;B, C, O, S;;;;;;;;;;;;;;;;;;
MV;Landfleischerei F. Behnke;Straße der Einheit 13;19260 Vellahn;;MV 11014;;;;;B, C, O, P;;A;;;;wA, wL, wU, wG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Großhauser GbR;Kreuzhof 1;86744 Hainsfarth;;BY 70748;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
HE;Peter Fay;Hof Obersteinberg ;35415 Pohlheim;;HE 20150;;;;;B, P;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Kindercatering Dietler GmbH;Schloßstraße 2;84051 Essenbach;;BY 20467;;;;;;;;;;;;;;;;mp;;;;;;;;;;B, C, O;;;X;;;;;X;;;;;;Catering/Großküche;;;;
BY;Christof Wörmann;Thonhof 1;86567 Hilgertshausen;;BY 17154;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Catering & Partyservice Veronika Gold;Am Sportgelände 1;85777 Kammerberg;;BY 11077;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NI;Triton, GRE 16;Ut Rieg 10;26736 Greetsiel;;NI 16058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Krabbenkutter;;;;
NW;Hochwildpark Rheinland GmbH;Becherhoferweg 71;53894 Mechernich ;;NW 70498;;;;;;;;;fG;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Johannes  und Thomas Imöhl GbR;Am Hagen 2;59964 Medebach;;NW 00087;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;Die Kette KochWerk gGmbH;Albert-Oetker-Straße 92-102;47877 Willich;;NW 50407;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;AMB Fleisch GmbH & Co. KG;Stöckener Feld 1;41366 Schwalmtal;;NW 50445;;;;;;;;;;;;;B, P, A;B, P, A;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Biolandhof Frohnenbruch;Schloßallee 81;47475 Kamp-Lintfort;;NW 40094;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;Wild Schwein & Co.;Vennikelstraße 125;47802 Krefeld;;NW 50409;;;;;;;;;;;wU;wU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Menü Service zu Hause;Ahornstraße 2;47829 Krefeld;;NW 50404;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NI;Gosch GbR;Flurstk. 51/3+51/4, Flur 3 ;30916 Isernhagen;;NI 15285;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Gottfried Heilmaier;Seestraße 17;83329 Waging a.See;;BY 11079;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Doris Hüttenhölscher;Westerwieher Straße 123;33415 Verl;;NW 20146;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;LTC 2 GmbH;Robert-Bosch-Str. 2;49393 Lohne;;NI 12750;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Peter Jürgens;Borwede 47;27239 Twistringen;;NI 15284;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
ST;Pension "Am Wald";Hilgesdorfer Straße 2;39345 Flechtingen;;ST 00046;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;X;;;;;;Catering/Großküche;;;;
SN;Andreas Roth;Alberodaer Straße 172;08280 Aue;;SN 10758;;;;;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SN;Landwirtschaftsbetrieb Mike Törpel;Dolseinhainer Str. 13;04654 Frohburg;;SN 30760;;;;;;;;;fG;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SN;F & M Graubner GbR;Hauptstr. 3;09390 Gornsdorf;;SN 10757;;;;;B, C, O, P;;A;;;;wA, wL, wU, wG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SL;Stefan Jacobs;In der Mühlenwies 1;66679 Losheim am See-Hausbach;;SL 31012;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
SN;Milchschafhof Bärenstein;Feilenweg 3;01773 Altenberg;;SN 20755;;;;;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Willi Kolbe;Kerschhofen 3;92331 Parsberg;;BY 30634;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Metro Deutschland GmbH Metro Markt 049 Nürnberg Buch;Bucher Hauptstraße 40;90427 Nürnberg;;BY 50559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
HE;Hausschlachterei Dirk Wieditz;Lohgasse 6;37296 Ringgau-Datterode;;HE 30144;;;;;B, P;B, P;;;;;wU;wU;;P, wU;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Fischzucht Scheuermann;Sandstraße 8;91634 Wilburgstetten;;BY 50557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;;;;;;;;;;
SH;Meyer Menü GmbH & Co. KG;Jacobsrade 4b;22962 Siek;;SH 00520;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
BW;Gewerbeschule Durlach Abteilunh Fleischerei;Grötzingerstraße 83;76227 Karlsruhe;;BW 39024;;;;;;B, O, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH;Schulküche Wolkenrasen GmbH;Dammstraße 50;96515 Sonneberg;;TH 03606;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
TH;Vogtlandwerke gGmbH Reha-Werkstatt Greiz GREIKAntine/Großküche;An der Greika  1;07973 Greiz;;TH 03639;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
TH;Werk 5 Bioküche GmbH;Geraer Straße 30;07589 Münchenbernsdorf;;TH 76651;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
BW;Alfred Böhm ;Grottenweg 25;74673 Mulfingen ;;BW 15034;;;;;;;;;fG;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Unsere Küche Cateringservice;Am Sägewerk 9;68526 Ladenburg;;BW 36092;;;;;;;;;;;;;;;;mp;;;;;;;;;;B;;;X;;;;;X;;;;;;Catering/Großküche;;;;
BY;Augsburger Darm GmbH;Hartwaldstraße 8;86504 Merching;;BY 70757;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
BY;Franz-Paul Grabmaier;Hauptstraße 44;86937 Scheuring;;BY 17156;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Erhard Kühn GmbH Wurst- und Fleischwaren;Roßlauer Weg 6;68309 Mannheim;;BW 03113;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Ihno Stähle;Brendstr. 17;75233 Tiefenbronn;;BW 04090;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Manfred Friz und Heike Friz-Neber;Schöntaler Weg  13;71737 Kirchberg;;BW 02913;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Genuss & Harmonie Gastronomie GmbH c/o Bürkert Werke GmbH & Co.KG (Betriebskantine);Keltenstraße 10;74653 Ingelfingen-Criesbach;;BW 15035;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
HE;Patrick Franz, Landw. Direktvermarktung;Hinterstr. 29;63667 Nidda;;HE 10274;;;;;B, C, O, P;B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Reinhold Senftl;Kochbauerstraße 1a;85368 Moosburg OT Aich;;BY 17157;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Monolith Ost GmbH;Norisstr. 27;91154 Roth;;BY 50556;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Uwe und Joachim Bay GbR;Poppenweiler Str.  5;71729 Erdmannhausen;;BW 02915;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Hermann-Hesse Grund.u. Werkrealschule;Schulstr.  2;78343 Gaienhofen;;BW 52050;;;;;;;;;;;;;;S, B, O, P, C, A, L, fG, wL, R, wU, wA, wG;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;
NW;Hubert Kruse;Schöningerstraße 114;33129 Delbrück;;NW 20159;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;Groth Catering GmbH & Co. KG;Kossberg 6;59510 Lippetal;;NW 00086;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Maria Schlüter;Hundewick 3;48703 Stadtlohn;;NW 88891;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;die ente;Wallonischer Ring  27;52222 Stolberg;;NW 70504;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Fleischland Hilker GmbH;Max-Planck-Straße 3;40699 Erkrath;;NW 50467;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Peter Kuhlmann;Hemmerder Weg 4;59427 Unna;;NW 10316;;;;;O, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ST;Legehennenbetrieb Clemens;Ringstraße 96;06918 Jessen / OT Zwuschen;;ST 50086;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
TH;Wildvermarktung Schneider;Altengesees 36;07368 Remptendorf;;TH 02707;;;;;;;;;;;wA, wL, wU, wG;wA, wL, wU, wG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH;Bäuerliche Erzeugergemeinschaft Schwäbisch Hall Wurst- und Schinkenmanufaktur GmbH;Oberweider Straße 2;98634 Frankenheim;;TH 03717;;;X;X;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Ziegen- u. Käsehof Zwiener;Hofstatt 1;73577 Birkenlohe;BW 437; ;;;;;;;;;;;;;;;;;;;;;;;;;;B, C, O, S;;;;;;;;;;;;;;;;;;
BW;Geflügelhof Grauer;Gewand Waltersberg ;72810 Gomaringen;BW-EP 017; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
TH;SRH YourService GmbH;Albert-Schweitzer-Str. 2;98527 Suhl;;TH 03646;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;X;;;;;;Catering/Großküche;;;;
BW;Erich Förster;Gewerbestraße 33;75015 Bretten-Gölsheim;EZ 1021; ;;;;;;B, C, O, P, S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Gasthaus Neumair;Kirchstraße 2;85416 Oberhummel;;BY 11080;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
BW;Huber Fleisch GmbH;Wengertstraße 7/1;74626 Bretzfeld;;BW 01010;;X;;;;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Zeh Internationale Spedition GmbH & Co. KG;Dieselstraße 2;73278 Schlierbach;;BW 01035;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Josef Schwan GmbH;Hahnstraße 1-3;74080 Heilbronn;;BW 01039;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;RUDOLF SCHARER GmbH & Co. KG Eier und Geflügelhandel  ;Lindenstraße 27;73479 Ellwangen;;BW 01101;;;;;;O;;A, L;;;;wL, wU;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Firma Thomas Kurz e. K.  Service rund um Fleisch und Wurst;Schlachthausstraße 7;73614 Schorndorf;;BW 01777;;X;X;;;B, P;;;;;;;;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Fränkische Eierpackstelle GmbH;Hintere Gasse 9;97950 Großrinderfeld;;BW 02717;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Erich Reyer;Erlenwasenhof 1;73087 Bad Boll;;BW 02853;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Gudrun Vohl-Grötzinger;Bärenhofstraße 8/2;70771 Leinfelden-Echterdingen;;BW 02883;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Holger und Sigfried Wagner GbR;Bruhweg 37;74080 Heilbronn-Böckingen;;BW 02884;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Thomas Gommel;Pferchäcker ;75417 Mühlacker;;BW 04083;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Forellenzucht Rainer Treß;Neuwiesenweg 2;79787 Lauchringen;;BW 05034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;;;;;;;;;;
BW;Herbert Spitz;Weihermatte 3;78136 Schonach;;BW 06001;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Ulrike Brugger-Heizmann;Hintertal 23-24;77716 Fischerbach;;BW 06011;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Rudi Möschle EDEKA-Markt;Silberköpfle 6;77656 Offenburg-Zunsweier;;BW 06016;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Hermann Biehle;Williamshof ;79362 Forchheim;;BW 06018;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Jürgen Kramer;Hochwaldstraße 4;78658 Zimmern o. R. OT Stetten;;BW 06028;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Annemarie und Karl-Heinz Hetz;Hof Lindeck 1;72172 Sulz a. N. OT Mühlheim;;BW 06030;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Wolfram Haas Geflügelhof;Untertal 3;78112 St. Georgen;;BW 06033;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Erwin Klausmann;Steinatstraße 19;78052 Vilingen- Schwenningen;;BW 06035;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Günter Steuer;Hegaustraße 15;78176 Blumberg;;BW 06037;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Schöndienst GbR;Weigheimer Straße 40;78647 Trossingen-Schura;;BW 06040;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Erich Gugelberger;Bühlweg 2 ;79774 Albbruck;;BW 06042;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Erhard Kammerer;Oberhofstraße 20;79730 Murg;;BW 06043;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Robert Huber;Bühlhof 1;78087 Mönchweiler;;BW 06045;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Roland Dold;Pulzhof 12;78199 Bräunlingen;;BW 06049;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Franz Männle;Halbgütle 24;77770 Durbach;;BW 06052;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Metzgerei Münchinger;Maulbronner Straße 46;75443 Ötisheim;;BW 31007;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Naser;Klingener Straße 22a;97993 Creglingen;;BW 17009;;;;;B, P, O;B, P, O;;;;;;;;B, P;;mp;;X;;X;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Neff;Hauptstraße 64;69226 Nußloch;;BW 36041;;;;;P;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Nichter;Kaiserstraße 64;72108 Rottenburg;;BW 76000;;;;;B, P;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Metzgerei Obenland;Hauptstraße 49;74382 Neckarwestheim;;BW 14024;;;;;B, P, O;B, O, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
